title,release_year,imdb_link,plot_des,runtime,budget,opening_weekend_gross,box_office_gross,studio,mpaa_rating,award,critic_score,audience_score,theater_release_date,dvd_release_date,streaming_release_date,genre,casts,directors,rotten_link,count_award
TEEN TITANS GO TO THE MOVIES,2018,https://www.imdb.com/title/tt7424200/,A villain's maniacal plan for world domination sidetracks five teenage superheroes who dream of Hollywood stardom.,84,"$10,000,000","$10,411,189,","$52,090,236",Warner Bros. Animation,PG,0,91,71,"Jul 27, 2018",,"Oct 9, 2018","['comedy', 'animation', 'adventure', 'action', 'kidsandfamily']","['Aaron Horvath', 'Khary Payton', 'Scott Menville', 'Kristen Bell', 'Michael Bolton', 'Will Arnett', 'Sam Register', 'Greg Cipes', 'Tara Strong', 'Peter Rida Michail', 'Eric Bauza', 'Hynden Walch', 'Nicolas Cage', 'Peggy Regan', 'Michael Jelenic']","['Aaron Horvath', 'Peter Rida Michail']",https://www.rottentomatoes.com/m/teen_titans_go_to_the_movies,1
THE 12TH MAN,2017,https://www.imdb.com/title/tt3300980/,They were 12 saboteurs. The Nazis killed 11 of them. This is the true story of the one that got away.,135,,,"$9,567,121",Nordisk Film Production AS,Unrated,0,86,81,"May 4, 2018",,"Jun 21, 2019","['history', 'drama', 'adventure']","['Kim Jøran Olsen', 'Harald Zwart', 'Mads Sjøgård Pettersen', 'Eirik Risholm Velle', 'Thomas Gullestad', 'Håkon T. Nielsen', 'Aage Aaberge', 'Henrik Zein', 'Maria Grazia Di Meo', 'Marie Blokhus', 'Alex Boe', 'Veslemøy Ruud Zwart', 'Jonathan Rhys Meyers', 'Vegar Hoel', 'Espen Horn', 'Petter Skavlan', 'Geir Hartly Andreassen', 'Jonathan Rhys-Meyers']",['Harald Zwart'],https://www.rottentomatoes.com/m/the_12th_man,0
THE BEST EXOTIC MARIGOLD HOTEL,2011,https://www.imdb.com/title/tt1412386/,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than advertised, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways.",124,"$10,000,000","$737,051,","$136,836,272",Blueprint Pictures,PG-13,0,78,78,"May 18, 2012",,"Nov 25, 2015","['comedy', 'drama']","['Chris Gill', 'Bill Nighy', 'Sid Makkar', 'Ben Davis', 'Jeff Skoll', 'Ricky Strauss', 'Ronald Pickup', 'Tena Desae', 'Ol Parker', 'Penelope Wilton', 'Graham Broadbent', 'Peter Czernin', 'John Madden', 'Maggie Smith', 'Celia Imrie', 'Jonathan King', 'Dev Patel', 'Judi Dench', 'Tom Wilkinson', 'Thomas Newman']",['John Madden'],https://www.rottentomatoes.com/m/the_best_exotic_marigold_hotel_2012,0
THE EVIL WITHIN,2017,https://www.imdb.com/title/tt0339736/,"The sadistic tale of a lonely, mentally handicapped boy who befriends his reflection in an antique mirror. This demonic creature orders him to go on a murderous rampage to kill the people he loves most.",98,"$6,000,000",,,Supernova LLC,Not Rated,0,100,48,,,"Feb 28, 2017",['horror'],"['Michael Berryman', 'Michael Palmerio', 'Kim Darby', 'Robert Stark Hickey', 'Michael Luceri', 'Mario Grigorov', 'Stephen Sheridan', 'Frederick Koehler', 'Sean Patrick Flanery', 'Dina Meyer', 'Tim Bagley', 'Kent Van Vleet', 'Brianna Brown', 'Francis Guinan', 'Andrew Getty']",['Andrew Getty'],https://www.rottentomatoes.com/m/the_evil_within_2017,0
THE FITZGERALD FAMILY CHRISTMAS,2012,https://www.imdb.com/title/tt2331880/,The adult siblings of the Fitzgerald family prepare for their estranged father to return home for Christmas for the first time since he walked out on his family 20 years ago.,99,,"$13,800,","$50,292",Marlboro Road Gang Productions,PG-13,0,64,49,"Dec 7, 2012",,"Mar 22, 2016","['comedy', 'other', 'drama']","['Michael McGlone', 'Mike Harrop', 'Heather Burns', 'Ed Lauter', 'Janet Gaynor', 'Thomas Guiry', 'Maribeth Fox', 'Kerry Bishé', 'P.T. Walkley', 'Anita Gillette', 'Aaron Lubin', 'Marsha Dietlein Bennett', 'Nick Sandow', 'Edward Burns', 'William Rexer', 'Caitlin FitzGerald']",['Edward Burns'],https://www.rottentomatoes.com/m/the_fitzgerald_family_christmas,0
THE NAMES OF LOVE,2010,https://www.imdb.com/title/tt1646974/,"A young, extroverted left-wing activist who sleeps with her political opponents to convert them to her cause is successful until she meets her match.",100,"$4,600,000","$30,372,","$6,803,887",Delante Films,R,0,72,78,"Jul 15, 2011",,"Jun 22, 2016",['romance'],"['Michèle Moretti', 'Baya Kasmi', 'Michel Leclerc', 'Lionel Jospin', 'Julia Vaidis-Bogard', 'Jacques Boudet', 'Carole Franck', 'Sara Forestier', 'Zakariya Gouram', 'Zinedine Soualem', 'Jacques Gamblin']",['Michel Leclerc'],https://www.rottentomatoes.com/m/le_nom_des_gens_2011,0
THE SAMARITAN,2012,https://www.imdb.com/title/tt1867093/,"After twenty years in prison, Foley is finished with the grifter's life. When he meets an elusive young woman named Iris, the possibility of a new start looks real. But his past is proving to be a stubborn companion.",90,"$12,000,000","$1,744,","$15,220",H2O Motion Pictures,R,0,26,40,"May 18, 2012",,"Nov 30, 2016","['crime', 'drama']","['Tony Wosk', 'Martha Burns', 'Aaron Poole', 'Tom McCamus', 'Gil Bellows', 'Andras Hamori', 'Suzanne Cheriton', 'Mark Musselman', 'Luke Kirby', 'Alan C. Peterson', 'Tom Wilkinson', 'Elan Mastai', 'Deborah Kara Unger', 'Samuel L. Jackson', 'Ruth Negga', 'Lacia Kornylo', 'David Weaver']",['David Weaver'],https://www.rottentomatoes.com/m/the_samaritan,0
THIS IS 40,2012,https://www.imdb.com/title/tt1758830/,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",134,,,,,R,0,51,50,"Dec 21, 2012",,"Jul 23, 2015",['romance'],"['Maude Apatow', 'Judd Apatow', 'Clayton Townsend', 'Paula Pell', 'Phedon Papamichael', 'Megan Fox', 'Brent White', 'Barry Mendel', 'Jay Deuby', 'Jason Segel', 'John Lithgow', 'Leslie Mann', 'Jefferson Sage', 'Paul Rudd', ""Chris O'Dowd"", 'Iris Apatow', 'Graham Parker', 'Melissa McCarthy']",['Judd Apatow'],https://www.rottentomatoes.com/m/this_is_40,0
5 DAYS OF WAR,2011,https://www.imdb.com/title/tt1486193/,"A drama set centered around the war between Russia and Georgia, and focused on an American journalist, his cameraman, and a Georgian native who become caught in the crossfire.",113,"$12,000,000","$6,254,","$316,944",Rex Media,R,0,34,36,"Aug 19, 2011",,"Mar 14, 2017","['drama', 'war']","['Mikko Nousiainen', 'Renny Harlin', 'Mirza Davitaia', 'Emmanuelle Chriqui', 'Rade Serbedzija', 'Andy Garcia', 'George Lascu', 'Dean Cain', 'Mikko Alanne', 'Antje Traue', 'Richard Coyle', 'Heather Graham', 'Val Kilmer', 'Rupert Friend', 'Koba Nakopia']",['Renny Harlin'],https://www.rottentomatoes.com/m/5_days_of_war,0
ALLURE,2017,https://www.imdb.com/title/tt6215208/,A house cleaner meets a teenaged girl and convinces her to run away and live with her in secret.,105,,,$39,micro_scope,Not Rated,0,47,42,"Mar 16, 2018",,"Mar 16, 2018","['gayandlesbian', 'drama']","['Joe Cobden', 'Carlos Sanchez', 'Jesse Riviere', 'Maxim Roy', 'Sara Mishara', 'Luc Déry', 'Julia Sarah Stone', 'Kim McCraw', 'Evan Rachel Wood', 'Olivier Alary', ""Denis O'Hare"", 'Elisabeth Olga Tremblay', 'Jason Sanchez']","['Carlos Sanchez', 'Jason Sanchez']",https://www.rottentomatoes.com/m/allure_2018,0
CANNIBAL,2013,https://www.imdb.com/title/tt1718747/,"Carlos is the most prestigious tailor in Granada, but he's also a murderer in the shadows. He feels no remorse, no guilt, until Nina appears in his life and love awakens.",116,,,"$194,948",Promociones Urbanísticas La Loma Blanca,Unrated,0,67,35,,,"Aug 10, 2016",['mysteryandthriller'],"['Yva Fogiel', 'Rafael de la Uz', 'Gregory Brossard', 'Simón de Santiago', 'Joaquín Núñez', 'Fernando Bovaira', 'Alejandro Hernández', 'Antonio de la Torre', 'Florin Fildan', 'Olimpia Melinte', 'Pau Esteve Birba', 'Delphine Tempels', 'María Alfonsa Rosso', 'Manuel Martín Cuenca']",['Manuel Martín Cuenca'],https://www.rottentomatoes.com/m/cannibal_2014,0
CLOSE RANGE,2015,https://www.imdb.com/title/tt3511596/,"A rogue soldier turned outlaw is thrust into a relentless fight with a corrupt sheriff, his obedient deputies, and a dangerous drug cartel in order to protect his sister and her young daughter.",80,"$3,000,000",,"$248,978",Bleiberg Entertainment,TV-MA,0,86,27,"Dec 11, 2015",,"Mar 2, 2017",['action'],"['Caitlin Keats', 'Jeremy Marinas', 'Isaac Florentine', 'Steve Edwards', 'Nicholas Donnermeyer', 'Jake La Botz', 'Chad Law', 'Ehud Bleiberg', 'Madison Lawlor', 'Irit Raz', 'Michael Levinson', 'Tony Perez', 'Tal Lazar', 'Nick Chinlund', 'Shane Dax Taylor', 'Julien Cesario', 'Scott Adkins']",['Isaac Florentine'],https://www.rottentomatoes.com/m/close_range,0
DEMON,2015,https://www.imdb.com/title/tt4935158/,"A bridegroom is possessed by an unquiet spirit in the midst of his own wedding celebration, in this clever take on the Jewish legend of the dybbuk.",94,,"$13,023,","$104,038",Telewizja Polska,R,0,92,55,"Sep 9, 2016",,"Dec 6, 2016","['mysteryandthriller', 'horror']","['Adam Woronowicz', 'Katarzyna Gniewkowska', 'Andrzej Grabowski', 'Anna Wunderlich', 'Krzysztof Penderecki', 'Tomasz Schuchardt', 'Itay Tiran', 'Wlodzimierz Press', 'Pawel Flis', 'Marcin Macuk', 'Maja Barelkowska', 'Marcin Wrona', 'Cezary Kosiński', 'Tomasz Ziętek', 'Agnieszka Zulewska', 'Pawel Maslona', 'Piotr Kmiecik', 'Olga Szymanska']",['Marcin Wrona'],https://www.rottentomatoes.com/m/demon_2016,0
ELI,2019,https://www.imdb.com/title/tt5294518/,A boy receiving treatment for his auto-immune disorder discovers that the house he's living in isn't as safe as he thought.,98,,,,,R,0,48,38,,,"Oct 18, 2019","['mysteryandthriller', 'horror']","['Max Martini', 'Kelly Reilly', 'Trevor Macy', 'John Zaozirny', 'Richard Naing', 'Ciarán Foy', 'David Chirchirillo', 'Ian Goldberg', 'Melinda Nishioka', 'Lili Taylor', 'Charlie Shotwell', 'Sadie Sink']",['Ciarán Foy'],https://www.rottentomatoes.com/m/eli_2019,0
ESCAPE PLAN,2013,https://www.imdb.com/title/tt1211956/,"When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.",115,,,,,R,0,50,55,"Oct 18, 2013",,"Nov 19, 2015","['action', 'mysteryandthriller']","['Miles Chapman', 'Curtis ""50 Cent"" Jackson', 'Jim Caviezel', 'Faran Tahir', 'Amy Ryan', 'Graham Beckel', 'Sam Neill', 'Arnold Schwarzenegger', 'Randall Emmett', 'Kevin King Templeton', 'Brendan Galvin', 'Mikael Hafstrom', 'Mark Canton', 'Remington Chase', 'Sylvester Stallone', 'Arnell Jesko', 'Robbie Brenner', 'Vinnie Jones', ""Vincent D'Onofrio"", 'Elliot Greenberg']",['Mikael Hafstrom'],https://www.rottentomatoes.com/m/escape_plan,0
FIRST KILL,2017,https://www.imdb.com/title/tt5884234/,A Wall Street broker is forced to evade a police chief investigating a bank robbery as he attempts to recover the stolen money in exchange for his son's life.,97,,,,,R,0,15,25,"Jul 21, 2017",,"Jul 21, 2017","['action', 'crime', 'drama', 'mysteryandthriller']","['Chelsea Mee', 'Steven C. Miller', 'Randall Emmett', 'Niko Vilaivongs', 'Ryan Franks', 'Bruce Willis', 'Mark Stewart', 'William DeMeo', 'Gethin Anthony', 'Shea Buckner', 'Hayden Christensen', 'Thomas Calderon', 'Nick Gordon', 'Megan Leonard', 'Tyler Jon Olson', 'Ty Shelton', 'George Furla', 'Scott Nickoley', 'Brandon Cox']",['Steven C. Miller'],https://www.rottentomatoes.com/m/first_kill_2017,0
HIT BY LIGHTNING,2014,https://www.imdb.com/title/tt2402619/,"Disappointed that all his friends are married and happy, Ricky goes on the dating site and soon starts dating Danita, who seems to be way out of his league. However, everything comes at a price, he soon realizes.",89,,,,Chantal Chamandy Entertainment (CCE),Not Rated,0,11,19,"Oct 31, 2014",,"Dec 30, 2016",['comedy'],"['Richard Roy Sutton', 'Ricky Blitt', 'Stephanie Szostak', 'Will Sasso', 'Alexis Maitland', 'Jon Cryer', 'Jed Rees', 'Chantal Chamandy']",['Ricky Blitt'],https://www.rottentomatoes.com/m/hit_by_lightning,0
I SPIT ON YOUR GRAVE 2,2013,https://www.imdb.com/title/tt2537176/,"When Katie innocently accepts an offer to have new photos taken for her portfolio, the experience quickly turns into a nightmare of rape, torture and kidnapping. Now, she will have to find the strength to exact her brutal revenge.",106,,"$441,","$678,604",Cinetel Films,R,0,0,30,,,"Nov 30, 2016",['horror'],"['Yavor Baharov', 'Neil Elman', 'Peter Silverleaf', 'Aleksandar Aleksiev', 'Valentine Pelka', 'Thomas Fenton', 'Michael Dixon', 'Mary Stockley', 'Jemma Dallender', 'Steven R. Monroe', 'Joe Absolom', 'Lisa M. Hansen']",['Steven R. Monroe'],https://www.rottentomatoes.com/m/i_spit_on_your_grave_2,0
KING OF DEVILS ISLAND,2010,https://www.imdb.com/title/tt1332134/,"Norwegian winter, early 20th century. On the boys home Bastoy, a new inmate leads the boys to a violent uprising against a brutal regime. How far is he willing to go to attain freedom?",116,"NOK54,000,000","$1,039,","$4,360,391",4 1/2 Film,Not Rated,0,94,88,,,"Mar 30, 2016","['history', 'drama']","['Johan Söderqvist', 'Kristoffer Joner', 'Lars Andreas Hellebust', 'Magnus Langlete', 'Morten Lovstad', 'Karin Julsrud', 'Dennis Magnusson', 'Aagot Skjeldal', 'Stellan Skarsgard', 'Eric Schmid', 'Ellen Dorrit Petersen', 'John Andreas Andersen', 'Marius Holst', 'Benjamin Helstad', 'Kimmo Rajala', 'Trond Nilssen', 'Edward A. Dreyer', 'Lars Mathias Semb']",['Marius Holst'],https://www.rottentomatoes.com/m/king_of_devils_island_2011,0
LITTLE,2019,https://www.imdb.com/title/tt8085790/,A woman is transformed into her younger self at a point in her life when the pressures of adulthood become too much to bear.,109,"$20,000,000","$15,405,455,","$49,000,667",Universal Pictures,PG-13,0,46,59,"Apr 12, 2019",,"Jun 25, 2019","['comedy', 'fantasy']","['Marsai Martin', 'Kenya Barris', 'Preston Holmes', 'Issa Rae', 'Tone Bell', 'JD McCrary', 'Regina Hall', 'Will Packer', 'Tina Gordon', 'Mikey Day', 'Thalia Tran', 'James Lopez', 'Justin Hartley', 'Tucker Meek', 'Tracee Ellis Ross', 'Josh Martin', 'Tracy Oliver']",['Tina Gordon'],https://www.rottentomatoes.com/m/little_2019,0
LOVE  FRIENDSHIP,2016,https://www.imdb.com/title/tt3068194/,"Lady Susan Vernon takes up temporary residence at her in-laws' estate and, while there, is determined to be a matchmaker for her daughter Frederica -- and herself too, naturally.",90,,,,,PG,0,96,60,"May 27, 2016",,"Sep 6, 2016",['comedy'],"['Kate Beckinsale', 'Morfydd Clark', 'Whit Stillman', 'Emma Greenwell', 'Jenn Murray', 'Lauranne Bourrachot', 'Tom Bennett', 'Justin Edwards', 'James Fleet', 'Benjamin Esdraffo', 'Sophie Corra', 'Anna Rackard', 'Katie Holly', 'Louise Mathews', 'Richard Van Oosterhout', 'Stephen Fry', 'Jemma Redgrave', 'Xavier Samuel']",['Whit Stillman'],https://www.rottentomatoes.com/m/love_and_friendship,0
LOVE BEATS RHYMES,2017,https://www.imdb.com/title/tt4686108/,"Azealia Banks, Jill Scott, Lucien Laviscount, and Common lead this inspiring, music-filled story of a struggling rapper looking to find her own voice.",106,,,,Codeblack Films,R,0,44,64,"Dec 1, 2017",,"Dec 1, 2017","['music', 'drama']","['Common', 'Hana Mae Lee', 'Azealia Banks', 'Deborah Aquila', 'Jill Scott', 'Lucien Laviscount', 'Paul Hall', 'Paul Schnee', 'John David Washington', 'Method Man', 'Richard Gibbs', 'Nicole Jefferson Asher', 'Mary Christina Brown', 'Maysie Hoy', 'Lorraine Toussaint', 'RZA', 'Joseph White', 'Kerry Barden', 'Bruce Cannon', 'Daniella De Jesús']",['RZA'],https://www.rottentomatoes.com/m/love_beats_rhymes,0
MIRAL,2010,https://www.imdb.com/title/tt1366409/,A drama centered on an orphaned Palestinian girl growing up in the wake of Arab-Israeli war who finds herself drawn into the conflict.,112,,"$66,244,","$1,132,843",The Weinstein Company,R,0,17,54,"Mar 25, 2011",,"Apr 1, 2017","['history', 'drama']","['Alexander Siddig', 'Rula Jebreal', 'François-Xavier Decraene', 'Hiam Abbass', 'Eric Gautier', 'Yael Aviv', 'Jon Kilik', 'Stella Schnabel', 'Ruba Blal', 'Omar Metwally', 'Yasmine Al Massri', 'Julian Schnabel', 'Walid Mawed', 'Yoel Herzberg', 'Willem Dafoe', 'Vanessa Redgrave', 'Juliette Welfling', 'Freida Pinto']",['Julian Schnabel'],https://www.rottentomatoes.com/m/miral,0
NEDS,2010,https://www.imdb.com/title/tt1560970/,"Encompassed by violent street gangs, neglectful parents, bullying teachers and a dearth of positive role models, a studious but emotionally abandoned kid turns thug.",124,,,,,TV-14,0,94,71,,,"Nov 15, 2016",['drama'],"['Craig Armstrong', 'Marianna Palka', 'Roman Osin', 'Martin Bell', 'Steven Robertson', 'Peter Mullan', 'Douglas Russell', 'Mark Leese', 'Linda Cuthbert', 'Marcus Nash', 'Conor McCarron', 'Richard Mack', 'Colin Monie', 'Olivier Delbosc', 'Lenny Mullan', 'Marc Missonnier', 'Alain de la Mata', 'David McKay']",['Peter Mullan'],https://www.rottentomatoes.com/m/neds,0
REVENGE OF THE GREEN DRAGONS,2014,https://www.imdb.com/title/tt1396523/,Two best friends rise through the ranks of New York's Chinese underworld in the 1980s.,94,"$5,000,000",,"$107,412",IM Global,R,0,15,31,"Oct 24, 2014",,"May 23, 2016","['crime', 'drama', 'action']","['Michael Di Jiacomo', 'Jesse Scolaro', 'Allen Bain', 'Martin Scorsese', 'Stuart Ford', 'Kevin Wu', 'Shuya Chang', 'Celia Au', 'Geoff Pierson', 'Ara Katz', 'Andrew Lau', 'Ray Liotta', 'Carl Li', 'Andrew Loo', 'Justin Chon', 'Harry Shum Jr.']","['Andrew Loo', 'Andrew Lau']",https://www.rottentomatoes.com/m/revenge_of_the_green_dragons,1
RIDE YOUR WAVE,2019,https://www.imdb.com/title/tt9193612/,A surfer and firefighter meet and fall in love.,95,,"$19,643,","$4,006,347",East Japan Marketing & Communications Inc.,Not Rated,0,93,88,,,"Aug 4, 2020","['comedy', 'anime']","['Ryôta Katayose', 'Masaaki Yuasa', 'Rina Kawaei']",['Masaaki Yuasa'],https://www.rottentomatoes.com/m/ride_your_wave,0
THE DIVINE FURY,2019,https://www.imdb.com/title/tt10550884/,An MMA fighter helps an exorcist fight evil.,129,,"$43,863,","$11,799,556",KeyEast,Not Rated,0,44,90,"Aug 16, 2019",,"Nov 19, 2019","['horror', 'action']","['Si-eun Kim', 'Ahn Sung-ki', 'Park Seo-joon', 'Joo-hwan Kim', 'Choi Woo-sik', 'Woo Do-hwan', 'Lee Seung-joon', 'Jeong Ji-hun', 'Eun-hyung Jo']",['Joo-hwan Kim'],https://www.rottentomatoes.com/m/the_divine_fury,0
THE DROP,2014,https://www.imdb.com/title/tt1600196/,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",106,"$12,600,000","$4,104,552,","$18,658,381",Big Screen Productions,R,0,89,76,"Sep 12, 2014",,"Jan 12, 2016","['crime', 'drama']","['Elizabeth Rodriguez', 'Michaël R. Roskam', 'James Gandolfini', 'Michael Aronov', 'Tobias Segal', 'Blair Breard', 'Nicolas Karakatsanis', 'John Ortiz', 'Ann Dowd', 'Noomi Rapace', 'Peter Chernin', 'Thérèse DePrez', 'Matthias Schoenaerts', 'Dennis Lehane', 'Jenno Topping', 'James Frecheville', 'Tom Hardy', 'Mike Larocca', 'Christopher Tellefsen']",['Michaël R. Roskam'],https://www.rottentomatoes.com/m/the_drop,0
THE HOT FLASHES,2013,https://www.imdb.com/title/tt2201251/,A group of middle aged women play basketball and prove a point.,99,,,,,R,0,36,34,,,"Dec 1, 2013",['comedy'],"['Jose Martinez Jr.', 'Mark Povinelli', 'Frank G. DeMarco', 'Andrea Frankle', ""Jamin O'Brien"", 'Keiko Deguchi', 'Wanda Sykes', 'Virginia Madsen', 'Nina Henderson Moore', 'Jenny Johnson', 'Camryn Manheim', 'Daryl Hannah', 'Brad Hennig', 'Eric Roberts', 'Susan Seidelman', 'Laurie Lacob', 'Brooke Shields']",['Susan Seidelman'],https://www.rottentomatoes.com/m/the_hot_flashes,0
TOTAL RECALL,2012,https://www.imdb.com/title/tt1386703/,"A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.",118,"$125,000,000","$25,577,758,","$198,467,168",Total Recall,PG-13,0,31,47,"Aug 3, 2012",,"Aug 1, 2014","['scifi', 'adventure', 'action']","['Bryan Cranston', 'Neal H. Moritz', 'Kate Beckinsale', 'Colin Farrell', 'Bill Nighy', 'Mark Bomback', 'Milton Barnes', 'Kurt Wimmer', 'Paul Cameron', 'Christian Wagner', 'Len Wiseman', 'Toby Jaffe', 'Will Yun Lee', 'James McGowan', 'Ric Kidney', 'Jessica Biel', 'Patrick Tatopoulos', 'Bokeem Woodbine', 'John Cho']",['Len Wiseman'],https://www.rottentomatoes.com/m/total_recall_2012,0
